,User ID,Subscription Type,Join Date,Last Payment Date,Country,Region Code,Age,나이대,연령대,Gender,Device,Subscription Cost,Total Library Size,No. of TV Shows,No. of Movies
2016,2017,Basic,2022-09-14,2023-07-08,Spain,EMEA,38,30대,중년층,Male,Laptop,9.03,5229,3536,1693
2017,2018,Standard,2022-09-16,2023-07-09,United States,UCAN,41,40대,중년층,Female,Laptop,13.99,5818,3826,1992
2018,2019,Premium,2022-09-18,2023-07-10,Canada,UCAN,32,30대,청년층,Female,Laptop,15.03,6239,4311,1928
2019,2020,Basic,2022-09-23,2023-07-11,United States,UCAN,37,30대,중년층,Male,Tablet,8.99,5818,3826,1992
2020,2021,Basic,2022-09-25,2023-07-08,United States,UCAN,50,50대 이상,장년층,Female,Laptop,8.99,5818,3826,1992
2021,2022,Basic,2022-10-06,2023-07-09,Canada,UCAN,48,40대,중년층,Female,Laptop,7.91,6239,4311,1928
2022,2023,Standard,2022-10-09,2023-07-10,United Kingdom,EMEA,37,30대,중년층,Male,Tablet,13.2,6643,4551,2092
2023,2024,Premium,2022-10-11,2023-07-11,Australia,APAC,46,40대,중년층,Female,Laptop,16.39,6114,4050,2064
2024,2025,Basic,2022-10-12,2023-07-08,Germany,EMEA,46,40대,중년층,Male,Laptop,9.03,5668,3814,1854
2025,2026,Basic,2022-10-13,2023-07-09,France,EMEA,39,30대,중년층,Male,Smart TV,10.16,5445,3604,1841
2026,2027,Premium,2022-10-17,2023-07-10,Brazil,LATM,42,40대,중년층,Female,Smart TV,9.96,4972,3162,1810
2027,2028,Standard,2022-10-19,2023-07-10,Mexico,LATM,41,40대,중년층,Female,Smartphone,10.43,4993,3158,1835
2028,2029,Standard,2022-10-21,2023-07-07,Spain,EMEA,28,20대,청년층,Male,Smart TV,14.67,5229,3536,1693
2029,2030,Basic,2022-10-23,2023-07-09,Italy,EMEA,43,40대,중년층,Male,Tablet,9.03,5183,3545,1638
2030,2031,Premium,2022-10-25,2023-07-10,Spain,EMEA,45,40대,중년층,Female,Smart TV,20.32,5229,3536,1693
2031,2032,Standard,2022-10-27,2023-07-09,Spain,EMEA,45,40대,중년층,Male,Smart TV,14.67,5229,3536,1693
2032,2033,Basic,2022-10-31,2023-07-07,United States,UCAN,48,40대,중년층,Male,Smartphone,8.99,5818,3826,1992
2033,2034,Standard,2022-11-02,2023-07-09,Canada,UCAN,30,30대,청년층,Male,Laptop,11.87,6239,4311,1928
2034,2035,Premium,2022-11-04,2023-07-10,United States,UCAN,51,50대 이상,장년층,Female,Smart TV,17.99,5818,3826,1992
2035,2036,Basic,2022-11-05,2023-07-09,United States,UCAN,48,40대,중년층,Female,Smartphone,8.99,5818,3826,1992
2036,2037,Premium,2022-11-06,2023-07-07,Canada,UCAN,41,40대,중년층,Female,Smart TV,15.03,6239,4311,1928
2037,2038,Standard,2022-11-07,2023-07-10,United Kingdom,EMEA,37,30대,중년층,Female,Smartphone,13.2,6643,4551,2092
2038,2039,Basic,2022-11-08,2023-07-09,Australia,APAC,43,40대,중년층,Male,Laptop,7.84,6114,4050,2064
2039,2040,Standard,2022-11-08,2023-07-08,Germany,EMEA,51,50대 이상,장년층,Male,Laptop,14.67,5668,3814,1854
2040,2041,Premium,2022-11-09,2023-07-07,France,EMEA,34,30대,청년층,Female,Smartphone,20.32,5445,3604,1841
2041,2042,Basic,2022-11-09,2023-07-10,Brazil,LATM,35,30대,중년층,Female,Smartphone,4.61,4972,3162,1810
2042,2043,Standard,2022-11-05,2023-07-09,Mexico,LATM,45,40대,중년층,Female,Smart TV,10.43,4993,3158,1835
2043,2044,Premium,2022-11-05,2023-07-10,Spain,EMEA,31,30대,청년층,Male,Smart TV,20.32,5229,3536,1693
2044,2045,Basic,2022-11-02,2023-07-08,Italy,EMEA,50,50대 이상,장년층,Female,Laptop,9.03,5183,3545,1638
2045,2046,Premium,2022-10-30,2023-07-09,Spain,EMEA,41,40대,중년층,Male,Smartphone,20.32,5229,3536,1693
2046,2047,Basic,2022-10-30,2023-07-09,Spain,EMEA,42,40대,중년층,Female,Laptop,9.03,5229,3536,1693
2047,2048,Standard,2022-10-24,2023-07-09,United States,UCAN,41,40대,중년층,Male,Tablet,13.99,5818,3826,1992
2048,2049,Standard,2022-10-08,2023-07-08,Canada,UCAN,34,30대,청년층,Male,Tablet,11.87,6239,4311,1928
2049,2050,Basic,2022-10-04,2023-07-09,United States,UCAN,35,30대,중년층,Female,Smartphone,8.99,5818,3826,1992
2050,2051,Premium,2022-09-28,2023-07-09,United States,UCAN,48,40대,중년층,Male,Smartphone,17.99,5818,3826,1992
2051,2052,Basic,2022-09-22,2023-07-09,Canada,UCAN,39,30대,중년층,Female,Smart TV,7.91,6239,4311,1928
2052,2053,Standard,2022-09-19,2023-07-09,United Kingdom,EMEA,37,30대,중년층,Female,Laptop,13.2,6643,4551,2092
2053,2054,Premium,2022-09-13,2023-07-09,Australia,APAC,31,30대,청년층,Male,Tablet,16.39,6114,4050,2064
2054,2055,Basic,2022-09-05,2023-07-09,Germany,EMEA,29,20대,청년층,Female,Laptop,9.03,5668,3814,1854
2055,2056,Premium,2022-08-20,2023-07-09,France,EMEA,36,30대,중년층,Male,Tablet,20.32,5445,3604,1841
2056,2057,Basic,2022-08-10,2023-07-08,Brazil,LATM,32,30대,청년층,Male,Smartphone,4.61,4972,3162,1810
2057,2058,Standard,2022-08-10,2023-07-11,Mexico,LATM,31,30대,청년층,Female,Smartphone,10.43,4993,3158,1835
2058,2059,Standard,2022-08-06,2023-07-09,Spain,EMEA,31,30대,청년층,Male,Laptop,14.67,5229,3536,1693
2059,2060,Basic,2022-08-03,2023-07-10,Italy,EMEA,29,20대,청년층,Male,Smart TV,9.03,5183,3545,1638
2060,2061,Premium,2022-08-01,2023-07-09,Spain,EMEA,48,40대,중년층,Male,Smart TV,20.32,5229,3536,1693
2061,2062,Basic,2022-07-28,2023-07-10,Spain,EMEA,46,40대,중년층,Male,Tablet,9.03,5229,3536,1693
2062,2063,Standard,2022-07-22,2023-07-09,United States,UCAN,35,30대,중년층,Female,Smartphone,13.99,5818,3826,1992
2063,2064,Premium,2022-07-22,2023-07-11,Canada,UCAN,37,30대,중년층,Female,Tablet,15.03,6239,4311,1928
2064,2065,Basic,2022-07-20,2023-07-09,United States,UCAN,45,40대,중년층,Female,Tablet,8.99,5818,3826,1992
2065,2066,Premium,2022-07-12,2023-07-10,United States,UCAN,48,40대,중년층,Female,Laptop,17.99,5818,3826,1992
2066,2067,Basic,2022-07-12,2023-07-09,Canada,UCAN,44,40대,중년층,Female,Laptop,7.91,6239,4311,1928
2067,2068,Standard,2022-07-10,2023-07-11,United Kingdom,EMEA,47,40대,중년층,Female,Laptop,13.2,6643,4551,2092
2068,2069,Standard,2022-07-11,2023-07-08,Australia,APAC,35,30대,중년층,Male,Smart TV,12.12,6114,4050,2064
2069,2070,Basic,2022-07-11,2023-07-09,Germany,EMEA,35,30대,중년층,Female,Smartphone,9.03,5668,3814,1854
2070,2071,Premium,2022-07-09,2023-07-08,France,EMEA,35,30대,중년층,Male,Smartphone,20.32,5445,3604,1841
2071,2072,Basic,2022-07-10,2023-07-11,Brazil,LATM,49,40대,중년층,Female,Laptop,4.61,4972,3162,1810
2072,2073,Standard,2022-07-12,2023-07-08,Mexico,LATM,50,50대 이상,장년층,Female,Tablet,10.43,4993,3158,1835
2073,2074,Premium,2022-07-13,2023-07-09,Spain,EMEA,44,40대,중년층,Male,Smartphone,20.32,5229,3536,1693
2074,2075,Basic,2022-07-15,2023-07-09,Italy,EMEA,47,40대,중년층,Female,Tablet,9.03,5183,3545,1638
2075,2076,Premium,2022-07-16,2023-07-11,Spain,EMEA,46,40대,중년층,Female,Laptop,20.32,5229,3536,1693
2076,2077,Basic,2022-07-19,2023-07-08,Spain,EMEA,39,30대,중년층,Female,Laptop,9.03,5229,3536,1693
2077,2078,Standard,2022-07-23,2023-07-10,United States,UCAN,34,30대,청년층,Male,Laptop,13.99,5818,3826,1992
2078,2079,Standard,2022-07-28,2023-07-09,Canada,UCAN,31,30대,청년층,Female,Smart TV,11.87,6239,4311,1928
2079,2080,Basic,2022-08-14,2023-07-11,United States,UCAN,46,40대,중년층,Female,Laptop,8.99,5818,3826,1992
2080,2081,Premium,2022-08-18,2023-07-08,United States,UCAN,30,30대,청년층,Male,Smart TV,17.99,5818,3826,1992
2081,2082,Basic,2022-08-23,2023-07-12,Canada,UCAN,29,20대,청년층,Male,Tablet,7.91,6239,4311,1928
2082,2083,Standard,2022-08-27,2023-07-09,United Kingdom,EMEA,42,40대,중년층,Male,Tablet,13.2,6643,4551,2092
2083,2084,Premium,2022-09-01,2023-07-10,Australia,APAC,27,20대,청년층,Female,Smartphone,16.39,6114,4050,2064
2084,2085,Basic,2022-09-02,2023-07-09,Germany,EMEA,33,30대,청년층,Male,Laptop,9.03,5668,3814,1854
2085,2086,Premium,2022-09-04,2023-07-12,France,EMEA,45,40대,중년층,Female,Smart TV,20.32,5445,3604,1841
2086,2087,Basic,2022-09-11,2023-07-09,Brazil,LATM,50,50대 이상,장년층,Male,Tablet,4.61,4972,3162,1810
2087,2088,Standard,2022-09-16,2023-07-09,Mexico,LATM,42,40대,중년층,Female,Tablet,10.43,4993,3158,1835
2088,2089,Standard,2022-09-19,2023-07-11,Spain,EMEA,29,20대,청년층,Male,Tablet,14.67,5229,3536,1693
2089,2090,Basic,2022-09-20,2023-07-12,Italy,EMEA,31,30대,청년층,Female,Tablet,9.03,5183,3545,1638
2090,2091,Premium,2022-10-05,2023-07-09,Spain,EMEA,42,40대,중년층,Female,Smartphone,20.32,5229,3536,1693
2091,2092,Basic,2022-10-07,2023-07-09,Spain,EMEA,44,40대,중년층,Female,Laptop,9.03,5229,3536,1693
2092,2093,Standard,2022-10-10,2023-07-11,United States,UCAN,34,30대,청년층,Male,Smart TV,13.99,5818,3826,1992
2093,2094,Premium,2022-10-12,2023-07-11,Canada,UCAN,40,40대,중년층,Female,Smart TV,15.03,6239,4311,1928
2094,2095,Basic,2022-10-13,2023-07-08,United States,UCAN,38,30대,중년층,Male,Smart TV,8.99,5818,3826,1992
2095,2096,Basic,2022-10-15,2023-07-09,United States,UCAN,42,40대,중년층,Female,Tablet,8.99,5818,3826,1992
2096,2097,Basic,2022-10-17,2023-07-11,Canada,UCAN,47,40대,중년층,Male,Tablet,7.91,6239,4311,1928
2097,2098,Standard,2022-10-18,2023-07-10,United Kingdom,EMEA,29,20대,청년층,Female,Tablet,13.2,6643,4551,2092
2098,2099,Premium,2022-10-20,2023-07-08,Australia,APAC,29,20대,청년층,Male,Laptop,16.39,6114,4050,2064
2099,2100,Basic,2022-10-22,2023-07-10,Germany,EMEA,44,40대,중년층,Female,Smart TV,9.03,5668,3814,1854
2100,2101,Basic,2022-10-25,2023-07-11,France,EMEA,31,30대,청년층,Male,Tablet,10.16,5445,3604,1841
2101,2102,Premium,2022-10-27,2023-07-09,Brazil,LATM,48,40대,중년층,Female,Smartphone,9.96,4972,3162,1810
2102,2103,Standard,2022-11-01,2023-07-07,Mexico,LATM,32,30대,청년층,Female,Laptop,10.43,4993,3158,1835
2103,2104,Standard,2022-11-02,2023-07-11,Spain,EMEA,28,20대,청년층,Female,Tablet,14.67,5229,3536,1693
2104,2105,Basic,2022-11-04,2023-07-10,Italy,EMEA,36,30대,중년층,Female,Smartphone,9.03,5183,3545,1638
2105,2106,Premium,2022-11-06,2023-07-09,Spain,EMEA,28,20대,청년층,Female,Smartphone,20.32,5229,3536,1693
2106,2107,Standard,2022-11-07,2023-07-07,Spain,EMEA,32,30대,청년층,Female,Smart TV,14.67,5229,3536,1693
2107,2108,Basic,2022-11-08,2023-07-10,United States,UCAN,50,50대 이상,장년층,Female,Smartphone,8.99,5818,3826,1992
2108,2109,Standard,2022-11-09,2023-07-10,Canada,UCAN,44,40대,중년층,Male,Tablet,11.87,6239,4311,1928
2109,2110,Premium,2022-11-10,2023-07-10,United States,UCAN,44,40대,중년층,Female,Smartphone,17.99,5818,3826,1992
2110,2111,Basic,2022-11-09,2023-07-09,United States,UCAN,47,40대,중년층,Male,Laptop,8.99,5818,3826,1992
2111,2112,Premium,2022-11-09,2023-07-10,Canada,UCAN,39,30대,중년층,Female,Smart TV,15.03,6239,4311,1928
2112,2113,Standard,2022-11-07,2023-07-10,United Kingdom,EMEA,44,40대,중년층,Female,Tablet,13.2,6643,4551,2092
2113,2114,Basic,2022-11-03,2023-07-10,Australia,APAC,46,40대,중년층,Female,Tablet,7.84,6114,4050,2064
2114,2115,Standard,2022-11-04,2023-07-08,Germany,EMEA,31,30대,청년층,Female,Laptop,14.67,5668,3814,1854
2115,2116,Premium,2022-11-01,2023-07-10,France,EMEA,33,30대,청년층,Female,Tablet,20.32,5445,3604,1841
2116,2117,Basic,2022-10-27,2023-07-09,Brazil,LATM,27,20대,청년층,Male,Laptop,4.61,4972,3162,1810
2117,2118,Standard,2022-10-23,2023-07-10,Mexico,LATM,34,30대,청년층,Male,Smart TV,10.43,4993,3158,1835
2118,2119,Premium,2022-10-14,2023-07-09,Spain,EMEA,48,40대,중년층,Male,Laptop,20.32,5229,3536,1693
2119,2120,Basic,2022-09-28,2023-07-10,Italy,EMEA,39,30대,중년층,Female,Smart TV,9.03,5183,3545,1638
2120,2121,Premium,2022-09-25,2023-07-09,Spain,EMEA,39,30대,중년층,Male,Laptop,20.32,5229,3536,1693
2121,2122,Basic,2022-09-23,2023-07-10,Spain,EMEA,48,40대,중년층,Female,Smart TV,9.03,5229,3536,1693
2122,2123,Standard,2022-09-23,2023-07-09,United States,UCAN,37,30대,중년층,Female,Tablet,13.99,5818,3826,1992
2123,2124,Standard,2022-09-14,2023-07-11,Canada,UCAN,40,40대,중년층,Male,Laptop,11.87,6239,4311,1928
2124,2125,Basic,2022-09-05,2023-07-09,United States,UCAN,41,40대,중년층,Female,Smartphone,8.99,5818,3826,1992
2125,2126,Premium,2022-08-13,2023-07-09,United States,UCAN,35,30대,중년층,Female,Smartphone,17.99,5818,3826,1992
2126,2127,Basic,2022-08-12,2023-07-09,Canada,UCAN,46,40대,중년층,Male,Smartphone,7.91,6239,4311,1928
2127,2128,Standard,2022-08-10,2023-07-11,United Kingdom,EMEA,28,20대,청년층,Female,Tablet,13.2,6643,4551,2092
2128,2129,Premium,2022-08-05,2023-07-09,Australia,APAC,29,20대,청년층,Female,Laptop,16.39,6114,4050,2064
2129,2130,Basic,2022-08-04,2023-07-12,Germany,EMEA,46,40대,중년층,Female,Tablet,9.03,5668,3814,1854
2130,2131,Premium,2022-07-28,2023-07-09,France,EMEA,35,30대,중년층,Male,Laptop,20.32,5445,3604,1841
2131,2132,Basic,2022-07-24,2023-07-11,Brazil,LATM,27,20대,청년층,Male,Smart TV,4.61,4972,3162,1810
2132,2133,Standard,2022-07-22,2023-07-09,Mexico,LATM,38,30대,중년층,Male,Laptop,10.43,4993,3158,1835
2133,2134,Standard,2022-07-22,2023-07-12,Spain,EMEA,43,40대,중년층,Male,Smart TV,14.67,5229,3536,1693
2134,2135,Basic,2022-07-19,2023-07-09,Italy,EMEA,31,30대,청년층,Female,Smartphone,9.03,5183,3545,1638
2135,2136,Premium,2022-07-17,2023-07-10,Spain,EMEA,29,20대,청년층,Female,Tablet,20.32,5229,3536,1693
2136,2137,Basic,2022-07-16,2023-07-09,Spain,EMEA,34,30대,청년층,Female,Tablet,9.03,5229,3536,1693
2137,2138,Standard,2022-07-12,2023-07-12,United States,UCAN,39,30대,중년층,Male,Smartphone,13.99,5818,3826,1992
2138,2139,Premium,2022-07-12,2023-07-08,Canada,UCAN,34,30대,청년층,Female,Smartphone,15.03,6239,4311,1928
2139,2140,Basic,2022-07-13,2023-07-10,United States,UCAN,51,50대 이상,장년층,Male,Tablet,8.99,5818,3826,1992
2140,2141,Premium,2022-07-13,2023-07-09,United States,UCAN,47,40대,중년층,Female,Tablet,17.99,5818,3826,1992
2141,2142,Basic,2022-07-13,2023-07-11,Canada,UCAN,46,40대,중년층,Male,Smartphone,7.91,6239,4311,1928
2142,2143,Standard,2022-07-14,2023-07-08,United Kingdom,EMEA,46,40대,중년층,Female,Smartphone,13.2,6643,4551,2092
2143,2144,Standard,2022-07-15,2023-07-10,Australia,APAC,47,40대,중년층,Female,Smartphone,12.12,6114,4050,2064
2144,2145,Basic,2022-07-16,2023-07-09,Germany,EMEA,40,40대,중년층,Female,Smart TV,9.03,5668,3814,1854
2145,2146,Premium,2022-07-18,2023-07-11,France,EMEA,41,40대,중년층,Female,Tablet,20.32,5445,3604,1841
2146,2147,Basic,2022-07-23,2023-07-09,Brazil,LATM,30,30대,청년층,Female,Smartphone,4.61,4972,3162,1810
2147,2148,Standard,2022-07-25,2023-07-11,Mexico,LATM,31,30대,청년층,Female,Tablet,10.43,4993,3158,1835
2148,2149,Premium,2022-07-30,2023-07-09,Spain,EMEA,42,40대,중년층,Male,Smart TV,20.32,5229,3536,1693
2149,2150,Basic,2022-08-06,2023-07-11,Italy,EMEA,46,40대,중년층,Female,Tablet,9.03,5183,3545,1638
2150,2151,Premium,2022-08-14,2023-07-08,Spain,EMEA,34,30대,청년층,Female,Smart TV,20.32,5229,3536,1693
2151,2152,Basic,2022-08-23,2023-07-12,Spain,EMEA,42,40대,중년층,Male,Laptop,9.03,5229,3536,1693
2152,2153,Standard,2022-08-27,2023-07-09,United States,UCAN,45,40대,중년층,Male,Tablet,13.99,5818,3826,1992
2153,2154,Standard,2022-08-29,2023-07-10,Canada,UCAN,30,30대,청년층,Male,Smart TV,11.87,6239,4311,1928
2154,2155,Basic,2022-09-01,2023-07-09,United States,UCAN,44,40대,중년층,Male,Smartphone,8.99,5818,3826,1992
2155,2156,Premium,2022-09-07,2023-07-13,United States,UCAN,37,30대,중년층,Male,Smart TV,17.99,5818,3826,1992
2156,2157,Basic,2022-09-13,2023-07-10,Canada,UCAN,43,40대,중년층,Male,Smart TV,7.91,6239,4311,1928
2157,2158,Standard,2022-09-14,2023-07-10,United Kingdom,EMEA,46,40대,중년층,Male,Smartphone,13.2,6643,4551,2092
2158,2159,Premium,2022-09-17,2023-07-12,Australia,APAC,40,40대,중년층,Female,Tablet,16.39,6114,4050,2064
2159,2160,Basic,2022-09-23,2023-07-12,Germany,EMEA,45,40대,중년층,Female,Smartphone,9.03,5668,3814,1854
2160,2161,Premium,2022-09-27,2023-07-09,France,EMEA,48,40대,중년층,Female,Smartphone,20.32,5445,3604,1841
2161,2162,Basic,2022-10-03,2023-07-10,Brazil,LATM,43,40대,중년층,Female,Tablet,4.61,4972,3162,1810
2162,2163,Standard,2022-10-10,2023-07-11,Mexico,LATM,48,40대,중년층,Male,Smart TV,10.43,4993,3158,1835
2163,2164,Standard,2022-10-12,2023-07-11,Spain,EMEA,32,30대,청년층,Female,Smartphone,14.67,5229,3536,1693
2164,2165,Basic,2022-10-14,2023-07-08,Italy,EMEA,38,30대,중년층,Male,Laptop,9.03,5183,3545,1638
2165,2166,Premium,2022-10-16,2023-07-10,Spain,EMEA,50,50대 이상,장년층,Male,Smartphone,20.32,5229,3536,1693
2166,2167,Basic,2022-10-18,2023-07-11,Spain,EMEA,33,30대,청년층,Female,Laptop,9.03,5229,3536,1693
2167,2168,Standard,2022-10-20,2023-07-10,United States,UCAN,27,20대,청년층,Male,Smart TV,13.99,5818,3826,1992
2168,2169,Premium,2022-10-22,2023-07-08,Canada,UCAN,47,40대,중년층,Male,Tablet,15.03,6239,4311,1928
2169,2170,Basic,2022-10-25,2023-07-10,United States,UCAN,35,30대,중년층,Female,Smart TV,8.99,5818,3826,1992
2170,2171,Basic,2022-10-26,2023-07-11,United States,UCAN,41,40대,중년층,Male,Tablet,8.99,5818,3826,1992
2171,2172,Basic,2022-10-29,2023-07-10,Canada,UCAN,39,30대,중년층,Female,Smart TV,7.91,6239,4311,1928
2172,2173,Standard,2022-10-31,2023-07-07,United Kingdom,EMEA,46,40대,중년층,Female,Smartphone,13.2,6643,4551,2092
2173,2174,Premium,2022-11-04,2023-07-11,Australia,APAC,33,30대,청년층,Female,Smartphone,16.39,6114,4050,2064
2174,2175,Basic,2022-11-06,2023-07-10,Germany,EMEA,30,30대,청년층,Male,Laptop,9.03,5668,3814,1854
2175,2176,Basic,2022-11-07,2023-07-10,France,EMEA,46,40대,중년층,Male,Tablet,10.16,5445,3604,1841
2176,2177,Premium,2022-11-08,2023-07-09,Brazil,LATM,42,40대,중년층,Female,Tablet,9.96,4972,3162,1810
2177,2178,Standard,2022-11-09,2023-07-11,Mexico,LATM,28,20대,청년층,Female,Tablet,10.43,4993,3158,1835
2178,2179,Standard,2022-11-10,2023-07-10,Spain,EMEA,40,40대,중년층,Male,Smart TV,14.67,5229,3536,1693
2179,2180,Basic,2022-11-10,2023-07-10,Italy,EMEA,31,30대,청년층,Female,Smart TV,9.03,5183,3545,1638
2180,2181,Premium,2022-11-10,2023-07-09,Spain,EMEA,27,20대,청년층,Male,Laptop,20.32,5229,3536,1693
2181,2182,Standard,2022-11-09,2023-07-10,Spain,EMEA,45,40대,중년층,Female,Tablet,14.67,5229,3536,1693
2182,2183,Basic,2022-11-09,2023-07-10,United States,UCAN,49,40대,중년층,Female,Smart TV,8.99,5818,3826,1992
2183,2184,Standard,2022-11-06,2023-07-11,Canada,UCAN,28,20대,청년층,Male,Tablet,11.87,6239,4311,1928
2184,2185,Premium,2022-11-03,2023-07-08,United States,UCAN,33,30대,청년층,Male,Smart TV,17.99,5818,3826,1992
2185,2186,Basic,2022-10-27,2023-07-11,United States,UCAN,38,30대,중년층,Male,Smart TV,8.99,5818,3826,1992
2186,2187,Premium,2022-10-28,2023-07-10,Canada,UCAN,44,40대,중년층,Male,Tablet,15.03,6239,4311,1928
2187,2188,Standard,2022-10-18,2023-07-10,United Kingdom,EMEA,34,30대,청년층,Female,Laptop,13.2,6643,4551,2092
2188,2189,Basic,2022-10-04,2023-07-09,Australia,APAC,35,30대,중년층,Male,Laptop,7.84,6114,4050,2064
2189,2190,Standard,2022-09-29,2023-07-10,Germany,EMEA,47,40대,중년층,Male,Tablet,14.67,5668,3814,1854
2190,2191,Premium,2022-09-29,2023-07-10,France,EMEA,30,30대,청년층,Male,Smartphone,20.32,5445,3604,1841
2191,2192,Basic,2022-09-23,2023-07-10,Brazil,LATM,50,50대 이상,장년층,Female,Smart TV,4.61,4972,3162,1810
2192,2193,Standard,2022-09-17,2023-07-09,Mexico,LATM,32,30대,청년층,Male,Laptop,10.43,4993,3158,1835
2193,2194,Premium,2022-09-12,2023-07-12,Spain,EMEA,36,30대,중년층,Female,Smart TV,20.32,5229,3536,1693
2194,2195,Basic,2022-08-16,2023-07-10,Italy,EMEA,40,40대,중년층,Female,Smart TV,9.03,5183,3545,1638
2195,2196,Premium,2022-08-16,2023-07-09,Spain,EMEA,39,30대,중년층,Male,Smartphone,20.32,5229,3536,1693
2196,2197,Basic,2022-08-13,2023-07-10,Spain,EMEA,28,20대,청년층,Male,Smartphone,9.03,5229,3536,1693
2197,2198,Standard,2022-08-12,2023-07-11,United States,UCAN,29,20대,청년층,Female,Smart TV,13.99,5818,3826,1992
2198,2199,Standard,2022-08-13,2023-07-09,Canada,UCAN,49,40대,중년층,Male,Tablet,11.87,6239,4311,1928
2199,2200,Basic,2022-07-30,2023-07-12,United States,UCAN,40,40대,중년층,Male,Laptop,8.99,5818,3826,1992
2200,2201,Premium,2022-07-25,2023-07-10,United States,UCAN,29,20대,청년층,Male,Laptop,17.99,5818,3826,1992
2201,2202,Basic,2022-07-25,2023-07-11,Canada,UCAN,35,30대,중년층,Female,Tablet,7.91,6239,4311,1928
2202,2203,Standard,2022-07-26,2023-07-10,United Kingdom,EMEA,44,40대,중년층,Male,Smartphone,13.2,6643,4551,2092
2203,2204,Premium,2022-07-25,2023-07-13,Australia,APAC,39,30대,중년층,Male,Smart TV,16.39,6114,4050,2064
2204,2205,Basic,2022-07-23,2023-07-09,Germany,EMEA,27,20대,청년층,Male,Smart TV,9.03,5668,3814,1854
2205,2206,Premium,2022-07-18,2023-07-11,France,EMEA,31,30대,청년층,Male,Smart TV,20.32,5445,3604,1841
2206,2207,Basic,2022-07-13,2023-07-10,Brazil,LATM,39,30대,중년층,Female,Laptop,4.61,4972,3162,1810
2207,2208,Standard,2022-07-13,2023-07-12,Mexico,LATM,44,40대,중년층,Male,Laptop,10.43,4993,3158,1835
2208,2209,Standard,2022-07-13,2023-07-09,Spain,EMEA,48,40대,중년층,Female,Tablet,14.67,5229,3536,1693
2209,2210,Basic,2022-07-13,2023-07-11,Italy,EMEA,27,20대,청년층,Male,Smartphone,9.03,5183,3545,1638
2210,2211,Premium,2022-07-13,2023-07-09,Spain,EMEA,27,20대,청년층,Male,Laptop,20.32,5229,3536,1693
2211,2212,Basic,2022-07-14,2023-07-11,Spain,EMEA,41,40대,중년층,Male,Smart TV,9.03,5229,3536,1693
2212,2213,Standard,2022-07-15,2023-07-09,United States,UCAN,44,40대,중년층,Female,Tablet,13.99,5818,3826,1992
2213,2214,Premium,2022-07-16,2023-07-12,Canada,UCAN,29,20대,청년층,Female,Tablet,15.03,6239,4311,1928
2214,2215,Basic,2022-07-18,2023-07-09,United States,UCAN,42,40대,중년층,Female,Smartphone,8.99,5818,3826,1992
2215,2216,Premium,2022-07-21,2023-07-11,United States,UCAN,45,40대,중년층,Female,Smart TV,17.99,5818,3826,1992
2216,2217,Basic,2022-07-24,2023-07-09,Canada,UCAN,39,30대,중년층,Female,Tablet,7.91,6239,4311,1928
2217,2218,Standard,2022-07-29,2023-07-12,United Kingdom,EMEA,41,40대,중년층,Female,Tablet,13.2,6643,4551,2092
2218,2219,Standard,2022-08-06,2023-07-10,Australia,APAC,41,40대,중년층,Female,Laptop,12.12,6114,4050,2064
2219,2220,Basic,2022-08-11,2023-07-11,Germany,EMEA,41,40대,중년층,Male,Smartphone,9.03,5668,3814,1854
2220,2221,Premium,2022-08-16,2023-07-09,France,EMEA,47,40대,중년층,Female,Smart TV,20.32,5445,3604,1841
2221,2222,Basic,2022-08-21,2023-07-13,Brazil,LATM,49,40대,중년층,Female,Smartphone,4.61,4972,3162,1810
2222,2223,Standard,2022-08-22,2023-07-10,Mexico,LATM,29,20대,청년층,Male,Laptop,10.43,4993,3158,1835
2223,2224,Premium,2022-08-24,2023-07-10,Spain,EMEA,33,30대,청년층,Male,Tablet,20.32,5229,3536,1693
2224,2225,Basic,2022-09-02,2023-07-12,Italy,EMEA,45,40대,중년층,Female,Smart TV,9.03,5183,3545,1638
2225,2226,Premium,2022-09-06,2023-07-13,Spain,EMEA,41,40대,중년층,Female,Laptop,20.32,5229,3536,1693
2226,2227,Basic,2022-09-11,2023-07-10,Spain,EMEA,31,30대,청년층,Male,Laptop,9.03,5229,3536,1693
2227,2228,Standard,2022-09-16,2023-07-10,United States,UCAN,51,50대 이상,장년층,Male,Tablet,13.99,5818,3826,1992
2228,2229,Standard,2022-09-22,2023-07-12,Canada,UCAN,43,40대,중년층,Female,Smartphone,11.87,6239,4311,1928
2229,2230,Basic,2022-09-26,2023-07-12,United States,UCAN,33,30대,청년층,Female,Laptop,8.99,5818,3826,1992
2230,2231,Premium,2022-10-02,2023-07-09,United States,UCAN,47,40대,중년층,Female,Smartphone,17.99,5818,3826,1992
2231,2232,Basic,2022-10-04,2023-07-10,Canada,UCAN,40,40대,중년층,Female,Laptop,7.91,6239,4311,1928
2232,2233,Standard,2022-10-09,2023-07-12,United Kingdom,EMEA,34,30대,청년층,Female,Smartphone,13.2,6643,4551,2092
2233,2234,Premium,2022-10-11,2023-07-11,Australia,APAC,40,40대,중년층,Male,Tablet,16.39,6114,4050,2064
2234,2235,Basic,2022-10-15,2023-07-09,Germany,EMEA,38,30대,중년층,Male,Laptop,9.03,5668,3814,1854
