,User ID,Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Gender,Device,Plan Duration,Subscription Cost
1927,1928,Standard,10,22-07-07,23-07-11,United States,44,Female,Smart TV,1 Month,13.99
1928,1929,Standard,12,22-07-08,23-07-07,Canada,33,Female,Smartphone,1 Month,11.87
1929,1930,Basic,13,22-07-07,23-07-09,United States,36,Male,Smart TV,1 Month,8.99
1930,1931,Premium,14,22-07-08,23-07-07,United States,27,Male,Tablet,1 Month,17.99
1931,1932,Basic,11,22-07-09,23-07-11,Canada,41,Male,Tablet,1 Month,7.91
1932,1933,Standard,14,22-07-09,23-07-07,United Kingdom,32,Male,Smart TV,1 Month,13.2
1933,1934,Premium,12,22-07-09,23-07-08,Australia,36,Female,Laptop,1 Month,16.39
1934,1935,Basic,12,22-07-12,23-07-07,Germany,36,Female,Tablet,1 Month,9.03
1935,1936,Premium,13,22-07-15,23-07-10,France,36,Male,Laptop,1 Month,20.32
1936,1937,Basic,14,22-07-16,23-07-07,Brazil,32,Male,Smart TV,1 Month,4.61
1937,1938,Standard,10,22-07-18,23-07-08,Mexico,45,Female,Smartphone,1 Month,10.43
1938,1939,Standard,11,22-08-13,23-07-09,Spain,43,Female,Tablet,1 Month,14.67
1939,1940,Basic,10,22-08-14,23-07-10,Italy,35,Male,Tablet,1 Month,9.03
1940,1941,Premium,13,22-08-16,23-07-07,Spain,29,Female,Smart TV,1 Month,20.32
1941,1942,Basic,14,22-08-17,23-07-08,Spain,33,Female,Smart TV,1 Month,9.03
1942,1943,Standard,14,22-08-25,23-07-08,United States,49,Male,Smart TV,1 Month,13.99
1943,1944,Premium,15,22-08-28,23-07-09,Canada,27,Male,Tablet,1 Month,15.03
1944,1945,Basic,14,22-08-29,23-07-07,United States,39,Female,Smart TV,1 Month,8.99
1945,1946,Basic,10,22-09-11,23-07-10,United States,34,Female,Smart TV,1 Month,8.99
1946,1947,Basic,12,22-09-12,23-07-08,Canada,39,Male,Smartphone,1 Month,7.91
1947,1948,Standard,11,22-09-16,23-07-09,United Kingdom,39,Female,Laptop,1 Month,13.2
1948,1949,Premium,15,22-09-17,23-07-09,Australia,39,Female,Smart TV,1 Month,16.39
1949,1950,Basic,10,22-09-21,23-07-10,Germany,40,Female,Laptop,1 Month,9.03
1950,1951,Basic,15,22-09-23,23-07-08,France,40,Male,Tablet,1 Month,10.16
1951,1952,Premium,14,22-09-27,23-07-08,Brazil,31,Male,Smartphone,1 Month,9.96
1952,1953,Standard,12,22-10-09,23-07-09,Mexico,47,Male,Smartphone,1 Month,10.43
1953,1954,Standard,11,22-10-10,23-07-11,Spain,43,Male,Laptop,1 Month,14.67
1954,1955,Basic,13,22-10-11,23-07-08,Italy,34,Male,Smartphone,1 Month,9.03
1955,1956,Premium,12,22-10-12,23-07-08,Spain,30,Female,Tablet,1 Month,20.32
1956,1957,Standard,15,22-10-13,23-07-09,Spain,33,Female,Smartphone,1 Month,14.67
1957,1958,Basic,12,22-10-19,23-07-10,United States,29,Male,Tablet,1 Month,8.99
1958,1959,Standard,14,22-10-21,23-07-07,Canada,35,Female,Smartphone,1 Month,11.87
1959,1960,Premium,13,22-10-23,23-07-08,United States,41,Female,Laptop,1 Month,17.99
1960,1961,Basic,14,22-10-24,23-07-10,United States,34,Female,Smartphone,1 Month,8.99
1961,1962,Premium,12,22-10-26,23-07-09,Canada,28,Female,Tablet,1 Month,15.03
1962,1963,Standard,15,22-10-27,23-07-07,United Kingdom,31,Male,Smart TV,1 Month,13.2
1963,1964,Basic,15,22-11-01,23-07-08,Australia,29,Male,Smart TV,1 Month,7.84
1964,1965,Standard,12,22-11-02,23-07-09,Germany,44,Female,Tablet,1 Month,14.67
1965,1966,Premium,10,22-11-04,23-07-09,France,44,Female,Tablet,1 Month,20.32
1966,1967,Basic,13,22-11-05,23-07-06,Brazil,29,Male,Laptop,1 Month,4.61
1967,1968,Standard,12,22-11-06,23-07-09,Mexico,32,Female,Tablet,1 Month,10.43
1968,1969,Premium,11,22-11-07,23-07-09,Spain,31,Male,Smartphone,1 Month,20.32
1969,1970,Basic,14,22-11-08,23-07-08,Italy,27,Male,Laptop,1 Month,9.03
1970,1971,Premium,13,22-11-08,23-07-06,Spain,43,Female,Laptop,1 Month,20.32
1971,1972,Basic,14,22-11-09,23-07-10,Spain,48,Male,Tablet,1 Month,9.03
1972,1973,Standard,15,22-11-09,23-07-09,United States,37,Female,Tablet,1 Month,13.99
1973,1974,Standard,11,22-11-05,23-07-08,Canada,42,Male,Smartphone,1 Month,11.87
1974,1975,Basic,11,22-11-04,23-07-07,United States,40,Male,Tablet,1 Month,8.99
1975,1976,Premium,13,22-10-19,23-07-09,United States,37,Female,Tablet,1 Month,17.99
1976,1977,Basic,12,22-10-12,23-07-09,Canada,31,Male,Smartphone,1 Month,7.91
1977,1978,Standard,11,22-10-03,23-07-09,United Kingdom,30,Male,Smart TV,1 Month,13.2
1978,1979,Premium,15,22-09-28,23-07-08,Australia,51,Female,Smartphone,1 Month,16.39
1979,1980,Basic,15,22-09-17,23-07-09,Germany,42,Female,Laptop,1 Month,9.03
1980,1981,Premium,13,22-09-16,23-07-08,France,37,Female,Smartphone,1 Month,20.32
1981,1982,Basic,14,22-09-15,23-07-09,Brazil,44,Female,Smartphone,1 Month,4.61
1982,1983,Standard,11,22-09-14,23-07-08,Mexico,37,Male,Tablet,1 Month,10.43
1983,1984,Standard,11,22-09-15,23-07-09,Spain,44,Male,Smartphone,1 Month,14.67
1984,1985,Basic,11,22-09-06,23-07-09,Italy,40,Male,Tablet,1 Month,9.03
1985,1986,Premium,15,22-08-28,23-07-09,Spain,27,Male,Smart TV,1 Month,20.32
1986,1987,Basic,12,22-08-07,23-07-08,Spain,31,Male,Smart TV,1 Month,9.03
1987,1988,Standard,15,22-08-07,23-07-10,United States,39,Female,Smartphone,1 Month,13.99
1988,1989,Premium,12,22-08-06,23-07-09,Canada,47,Female,Tablet,1 Month,15.03
1989,1990,Basic,15,22-07-30,23-07-09,United States,30,Male,Smart TV,1 Month,8.99
1990,1991,Premium,12,22-07-30,23-07-08,United States,35,Male,Laptop,1 Month,17.99
1991,1992,Basic,14,22-07-30,23-07-10,Canada,39,Male,Smartphone,1 Month,7.91
1992,1993,Standard,15,22-07-19,23-07-08,United Kingdom,29,Female,Tablet,1 Month,13.2
1993,1994,Standard,11,22-07-17,23-07-10,Australia,28,Male,Laptop,1 Month,12.12
1994,1995,Basic,11,22-07-12,23-07-08,Germany,39,Male,Tablet,1 Month,9.03
1995,1996,Premium,10,22-07-11,23-07-10,France,34,Male,Smart TV,1 Month,20.32
1996,1997,Basic,14,22-07-10,23-07-08,Brazil,47,Male,Smart TV,1 Month,4.61
1997,1998,Standard,14,22-07-10,23-07-11,Mexico,47,Female,Smart TV,1 Month,10.43
1998,1999,Premium,13,22-07-08,23-07-08,Spain,46,Male,Smart TV,1 Month,20.32
1999,2000,Basic,12,22-07-09,23-07-09,Italy,31,Male,Smart TV,1 Month,9.03
2000,2001,Premium,10,22-07-09,23-07-08,Spain,41,Female,Smart TV,1 Month,20.32
2001,2002,Basic,10,22-07-09,23-07-11,Spain,30,Female,Smartphone,1 Month,9.03
2002,2003,Standard,11,22-07-10,23-07-08,United States,41,Male,Tablet,1 Month,13.99
2003,2004,Standard,12,22-07-12,23-07-08,Canada,48,Female,Laptop,1 Month,11.87
2004,2005,Basic,10,22-07-13,23-07-09,United States,35,Female,Laptop,1 Month,8.99
2005,2006,Premium,13,22-07-16,23-07-10,United States,41,Female,Laptop,1 Month,17.99
2006,2007,Basic,10,22-07-17,23-07-07,Canada,39,Female,Smart TV,1 Month,7.91
2007,2008,Standard,10,22-07-26,23-07-09,United Kingdom,45,Male,Laptop,1 Month,13.2
2008,2009,Premium,10,22-07-31,23-07-09,Australia,41,Male,Laptop,1 Month,16.39
2009,2010,Basic,13,22-08-03,23-07-10,Germany,28,Male,Laptop,1 Month,9.03
2010,2011,Premium,10,22-08-15,23-07-07,France,28,Female,Tablet,1 Month,20.32
2011,2012,Basic,15,22-08-18,23-07-10,Brazil,48,Male,Smart TV,1 Month,4.61
2012,2013,Standard,10,22-08-27,23-07-08,Mexico,40,Female,Smart TV,1 Month,10.43
2013,2014,Standard,12,22-08-29,23-07-10,Spain,39,Male,Smart TV,1 Month,14.67
2014,2015,Basic,12,22-09-05,23-07-07,Italy,27,Male,Smartphone,1 Month,9.03
2015,2016,Premium,10,22-09-06,23-07-11,Spain,32,Female,Smart TV,1 Month,20.32
2016,2017,Basic,10,22-09-14,23-07-08,Spain,38,Male,Laptop,1 Month,9.03
2017,2018,Standard,10,22-09-16,23-07-09,United States,41,Female,Laptop,1 Month,13.99
2018,2019,Premium,10,22-09-18,23-07-10,Canada,32,Female,Laptop,1 Month,15.03
2019,2020,Basic,12,22-09-23,23-07-11,United States,37,Male,Tablet,1 Month,8.99
2020,2021,Basic,12,22-09-25,23-07-08,United States,50,Female,Laptop,1 Month,8.99
2021,2022,Basic,10,22-10-06,23-07-09,Canada,48,Female,Laptop,1 Month,7.91
2022,2023,Standard,11,22-10-09,23-07-10,United Kingdom,37,Male,Tablet,1 Month,13.2
2023,2024,Premium,13,22-10-11,23-07-11,Australia,46,Female,Laptop,1 Month,16.39
2024,2025,Basic,13,22-10-12,23-07-08,Germany,46,Male,Laptop,1 Month,9.03
2025,2026,Basic,15,22-10-13,23-07-09,France,39,Male,Smart TV,1 Month,10.16
2026,2027,Premium,13,22-10-17,23-07-10,Brazil,42,Female,Smart TV,1 Month,9.96
2027,2028,Standard,11,22-10-19,23-07-10,Mexico,41,Female,Smartphone,1 Month,10.43
2028,2029,Standard,10,22-10-21,23-07-07,Spain,28,Male,Smart TV,1 Month,14.67
2029,2030,Basic,14,22-10-23,23-07-09,Italy,43,Male,Tablet,1 Month,9.03
2030,2031,Premium,14,22-10-25,23-07-10,Spain,45,Female,Smart TV,1 Month,20.32
2031,2032,Standard,10,22-10-27,23-07-09,Spain,45,Male,Smart TV,1 Month,14.67
2032,2033,Basic,13,22-10-31,23-07-07,United States,48,Male,Smartphone,1 Month,8.99
2033,2034,Standard,12,22-11-02,23-07-09,Canada,30,Male,Laptop,1 Month,11.87
2034,2035,Premium,11,22-11-04,23-07-10,United States,51,Female,Smart TV,1 Month,17.99
2035,2036,Basic,12,22-11-05,23-07-09,United States,48,Female,Smartphone,1 Month,8.99
2036,2037,Premium,13,22-11-06,23-07-07,Canada,41,Female,Smart TV,1 Month,15.03
2037,2038,Standard,11,22-11-07,23-07-10,United Kingdom,37,Female,Smartphone,1 Month,13.2
2038,2039,Basic,11,22-11-08,23-07-09,Australia,43,Male,Laptop,1 Month,7.84
2039,2040,Standard,15,22-11-08,23-07-08,Germany,51,Male,Laptop,1 Month,14.67
2040,2041,Premium,10,22-11-09,23-07-07,France,34,Female,Smartphone,1 Month,20.32
2041,2042,Basic,10,22-11-09,23-07-10,Brazil,35,Female,Smartphone,1 Month,4.61
2042,2043,Standard,12,22-11-05,23-07-09,Mexico,45,Female,Smart TV,1 Month,10.43
2043,2044,Premium,12,22-11-05,23-07-10,Spain,31,Male,Smart TV,1 Month,20.32
2044,2045,Basic,15,22-11-02,23-07-08,Italy,50,Female,Laptop,1 Month,9.03
2045,2046,Premium,12,22-10-30,23-07-09,Spain,41,Male,Smartphone,1 Month,20.32
2046,2047,Basic,11,22-10-30,23-07-09,Spain,42,Female,Laptop,1 Month,9.03
2047,2048,Standard,11,22-10-24,23-07-09,United States,41,Male,Tablet,1 Month,13.99
2048,2049,Standard,14,22-10-08,23-07-08,Canada,34,Male,Tablet,1 Month,11.87
2049,2050,Basic,13,22-10-04,23-07-09,United States,35,Female,Smartphone,1 Month,8.99
2050,2051,Premium,10,22-09-28,23-07-09,United States,48,Male,Smartphone,1 Month,17.99
2051,2052,Basic,11,22-09-22,23-07-09,Canada,39,Female,Smart TV,1 Month,7.91
2052,2053,Standard,14,22-09-19,23-07-09,United Kingdom,37,Female,Laptop,1 Month,13.2
2053,2054,Premium,10,22-09-13,23-07-09,Australia,31,Male,Tablet,1 Month,16.39
2054,2055,Basic,14,22-09-05,23-07-09,Germany,29,Female,Laptop,1 Month,9.03
2055,2056,Premium,10,22-08-20,23-07-09,France,36,Male,Tablet,1 Month,20.32
2056,2057,Basic,10,22-08-10,23-07-08,Brazil,32,Male,Smartphone,1 Month,4.61
2057,2058,Standard,10,22-08-10,23-07-11,Mexico,31,Female,Smartphone,1 Month,10.43
2058,2059,Standard,14,22-08-06,23-07-09,Spain,31,Male,Laptop,1 Month,14.67
2059,2060,Basic,12,22-08-03,23-07-10,Italy,29,Male,Smart TV,1 Month,9.03
2060,2061,Premium,10,22-08-01,23-07-09,Spain,48,Male,Smart TV,1 Month,20.32
2061,2062,Basic,14,22-07-28,23-07-10,Spain,46,Male,Tablet,1 Month,9.03
2062,2063,Standard,15,22-07-22,23-07-09,United States,35,Female,Smartphone,1 Month,13.99
2063,2064,Premium,11,22-07-22,23-07-11,Canada,37,Female,Tablet,1 Month,15.03
2064,2065,Basic,12,22-07-20,23-07-09,United States,45,Female,Tablet,1 Month,8.99
2065,2066,Premium,15,22-07-12,23-07-10,United States,48,Female,Laptop,1 Month,17.99
2066,2067,Basic,10,22-07-12,23-07-09,Canada,44,Female,Laptop,1 Month,7.91
2067,2068,Standard,14,22-07-10,23-07-11,United Kingdom,47,Female,Laptop,1 Month,13.2
2068,2069,Standard,12,22-07-11,23-07-08,Australia,35,Male,Smart TV,1 Month,12.12
2069,2070,Basic,10,22-07-11,23-07-09,Germany,35,Female,Smartphone,1 Month,9.03
2070,2071,Premium,11,22-07-09,23-07-08,France,35,Male,Smartphone,1 Month,20.32
2071,2072,Basic,15,22-07-10,23-07-11,Brazil,49,Female,Laptop,1 Month,4.61
2072,2073,Standard,11,22-07-12,23-07-08,Mexico,50,Female,Tablet,1 Month,10.43
2073,2074,Premium,14,22-07-13,23-07-09,Spain,44,Male,Smartphone,1 Month,20.32
2074,2075,Basic,14,22-07-15,23-07-09,Italy,47,Female,Tablet,1 Month,9.03
2075,2076,Premium,15,22-07-16,23-07-11,Spain,46,Female,Laptop,1 Month,20.32
2076,2077,Basic,11,22-07-19,23-07-08,Spain,39,Female,Laptop,1 Month,9.03
2077,2078,Standard,15,22-07-23,23-07-10,United States,34,Male,Laptop,1 Month,13.99
2078,2079,Standard,10,22-07-28,23-07-09,Canada,31,Female,Smart TV,1 Month,11.87
2079,2080,Basic,10,22-08-14,23-07-11,United States,46,Female,Laptop,1 Month,8.99
2080,2081,Premium,15,22-08-18,23-07-08,United States,30,Male,Smart TV,1 Month,17.99
2081,2082,Basic,12,22-08-23,23-07-12,Canada,29,Male,Tablet,1 Month,7.91
2082,2083,Standard,12,22-08-27,23-07-09,United Kingdom,42,Male,Tablet,1 Month,13.2
2083,2084,Premium,13,22-09-01,23-07-10,Australia,27,Female,Smartphone,1 Month,16.39
2084,2085,Basic,15,22-09-02,23-07-09,Germany,33,Male,Laptop,1 Month,9.03
2085,2086,Premium,13,22-09-04,23-07-12,France,45,Female,Smart TV,1 Month,20.32
2086,2087,Basic,13,22-09-11,23-07-09,Brazil,50,Male,Tablet,1 Month,4.61
2087,2088,Standard,10,22-09-16,23-07-09,Mexico,42,Female,Tablet,1 Month,10.43
2088,2089,Standard,10,22-09-19,23-07-11,Spain,29,Male,Tablet,1 Month,14.67
2089,2090,Basic,12,22-09-20,23-07-12,Italy,31,Female,Tablet,1 Month,9.03
2090,2091,Premium,13,22-10-05,23-07-09,Spain,42,Female,Smartphone,1 Month,20.32
2091,2092,Basic,10,22-10-07,23-07-09,Spain,44,Female,Laptop,1 Month,9.03
2092,2093,Standard,10,22-10-10,23-07-11,United States,34,Male,Smart TV,1 Month,13.99
2093,2094,Premium,13,22-10-12,23-07-11,Canada,40,Female,Smart TV,1 Month,15.03
2094,2095,Basic,10,22-10-13,23-07-08,United States,38,Male,Smart TV,1 Month,8.99
2095,2096,Basic,15,22-10-15,23-07-09,United States,42,Female,Tablet,1 Month,8.99
2096,2097,Basic,10,22-10-17,23-07-11,Canada,47,Male,Tablet,1 Month,7.91
2097,2098,Standard,15,22-10-18,23-07-10,United Kingdom,29,Female,Tablet,1 Month,13.2
2098,2099,Premium,11,22-10-20,23-07-08,Australia,29,Male,Laptop,1 Month,16.39
2099,2100,Basic,14,22-10-22,23-07-10,Germany,44,Female,Smart TV,1 Month,9.03
2100,2101,Basic,12,22-10-25,23-07-11,France,31,Male,Tablet,1 Month,10.16
2101,2102,Premium,14,22-10-27,23-07-09,Brazil,48,Female,Smartphone,1 Month,9.96
2102,2103,Standard,14,22-11-01,23-07-07,Mexico,32,Female,Laptop,1 Month,10.43
2103,2104,Standard,13,22-11-02,23-07-11,Spain,28,Female,Tablet,1 Month,14.67
2104,2105,Basic,11,22-11-04,23-07-10,Italy,36,Female,Smartphone,1 Month,9.03
2105,2106,Premium,10,22-11-06,23-07-09,Spain,28,Female,Smartphone,1 Month,20.32
2106,2107,Standard,14,22-11-07,23-07-07,Spain,32,Female,Smart TV,1 Month,14.67
2107,2108,Basic,15,22-11-08,23-07-10,United States,50,Female,Smartphone,1 Month,8.99
2108,2109,Standard,12,22-11-09,23-07-10,Canada,44,Male,Tablet,1 Month,11.87
2109,2110,Premium,14,22-11-10,23-07-10,United States,44,Female,Smartphone,1 Month,17.99
2110,2111,Basic,14,22-11-09,23-07-09,United States,47,Male,Laptop,1 Month,8.99
2111,2112,Premium,15,22-11-09,23-07-10,Canada,39,Female,Smart TV,1 Month,15.03
2112,2113,Standard,11,22-11-07,23-07-10,United Kingdom,44,Female,Tablet,1 Month,13.2
2113,2114,Basic,12,22-11-03,23-07-10,Australia,46,Female,Tablet,1 Month,7.84
2114,2115,Standard,10,22-11-04,23-07-08,Germany,31,Female,Laptop,1 Month,14.67
2115,2116,Premium,12,22-11-01,23-07-10,France,33,Female,Tablet,1 Month,20.32
2116,2117,Basic,13,22-10-27,23-07-09,Brazil,27,Male,Laptop,1 Month,4.61
2117,2118,Standard,10,22-10-23,23-07-10,Mexico,34,Male,Smart TV,1 Month,10.43
2118,2119,Premium,14,22-10-14,23-07-09,Spain,48,Male,Laptop,1 Month,20.32
2119,2120,Basic,14,22-09-28,23-07-10,Italy,39,Female,Smart TV,1 Month,9.03
2120,2121,Premium,14,22-09-25,23-07-09,Spain,39,Male,Laptop,1 Month,20.32
2121,2122,Basic,11,22-09-23,23-07-10,Spain,48,Female,Smart TV,1 Month,9.03
2122,2123,Standard,12,22-09-23,23-07-09,United States,37,Female,Tablet,1 Month,13.99
2123,2124,Standard,14,22-09-14,23-07-11,Canada,40,Male,Laptop,1 Month,11.87
2124,2125,Basic,14,22-09-05,23-07-09,United States,41,Female,Smartphone,1 Month,8.99
2125,2126,Premium,12,22-08-13,23-07-09,United States,35,Female,Smartphone,1 Month,17.99
2126,2127,Basic,15,22-08-12,23-07-09,Canada,46,Male,Smartphone,1 Month,7.91
2127,2128,Standard,10,22-08-10,23-07-11,United Kingdom,28,Female,Tablet,1 Month,13.2
2128,2129,Premium,14,22-08-05,23-07-09,Australia,29,Female,Laptop,1 Month,16.39
2129,2130,Basic,10,22-08-04,23-07-12,Germany,46,Female,Tablet,1 Month,9.03
2130,2131,Premium,11,22-07-28,23-07-09,France,35,Male,Laptop,1 Month,20.32
2131,2132,Basic,12,22-07-24,23-07-11,Brazil,27,Male,Smart TV,1 Month,4.61
2132,2133,Standard,11,22-07-22,23-07-09,Mexico,38,Male,Laptop,1 Month,10.43
2133,2134,Standard,13,22-07-22,23-07-12,Spain,43,Male,Smart TV,1 Month,14.67
2134,2135,Basic,15,22-07-19,23-07-09,Italy,31,Female,Smartphone,1 Month,9.03
2135,2136,Premium,13,22-07-17,23-07-10,Spain,29,Female,Tablet,1 Month,20.32
2136,2137,Basic,10,22-07-16,23-07-09,Spain,34,Female,Tablet,1 Month,9.03
2137,2138,Standard,11,22-07-12,23-07-12,United States,39,Male,Smartphone,1 Month,13.99
2138,2139,Premium,14,22-07-12,23-07-08,Canada,34,Female,Smartphone,1 Month,15.03
2139,2140,Basic,14,22-07-13,23-07-10,United States,51,Male,Tablet,1 Month,8.99
2140,2141,Premium,14,22-07-13,23-07-09,United States,47,Female,Tablet,1 Month,17.99
2141,2142,Basic,12,22-07-13,23-07-11,Canada,46,Male,Smartphone,1 Month,7.91
2142,2143,Standard,12,22-07-14,23-07-08,United Kingdom,46,Female,Smartphone,1 Month,13.2
2143,2144,Standard,14,22-07-15,23-07-10,Australia,47,Female,Smartphone,1 Month,12.12
2144,2145,Basic,14,22-07-16,23-07-09,Germany,40,Female,Smart TV,1 Month,9.03
2145,2146,Premium,12,22-07-18,23-07-11,France,41,Female,Tablet,1 Month,20.32
2146,2147,Basic,12,22-07-23,23-07-09,Brazil,30,Female,Smartphone,1 Month,4.61
2147,2148,Standard,12,22-07-25,23-07-11,Mexico,31,Female,Tablet,1 Month,10.43
2148,2149,Premium,14,22-07-30,23-07-09,Spain,42,Male,Smart TV,1 Month,20.32
2149,2150,Basic,12,22-08-06,23-07-11,Italy,46,Female,Tablet,1 Month,9.03
2150,2151,Premium,13,22-08-14,23-07-08,Spain,34,Female,Smart TV,1 Month,20.32
2151,2152,Basic,14,22-08-23,23-07-12,Spain,42,Male,Laptop,1 Month,9.03
2152,2153,Standard,13,22-08-27,23-07-09,United States,45,Male,Tablet,1 Month,13.99
2153,2154,Standard,12,22-08-29,23-07-10,Canada,30,Male,Smart TV,1 Month,11.87
2154,2155,Basic,12,22-09-01,23-07-09,United States,44,Male,Smartphone,1 Month,8.99
2155,2156,Premium,10,22-09-07,23-07-13,United States,37,Male,Smart TV,1 Month,17.99
2156,2157,Basic,10,22-09-13,23-07-10,Canada,43,Male,Smart TV,1 Month,7.91
2157,2158,Standard,12,22-09-14,23-07-10,United Kingdom,46,Male,Smartphone,1 Month,13.2
2158,2159,Premium,11,22-09-17,23-07-12,Australia,40,Female,Tablet,1 Month,16.39
2159,2160,Basic,11,22-09-23,23-07-12,Germany,45,Female,Smartphone,1 Month,9.03
2160,2161,Premium,10,22-09-27,23-07-09,France,48,Female,Smartphone,1 Month,20.32
2161,2162,Basic,10,22-10-03,23-07-10,Brazil,43,Female,Tablet,1 Month,4.61
2162,2163,Standard,13,22-10-10,23-07-11,Mexico,48,Male,Smart TV,1 Month,10.43
2163,2164,Standard,10,22-10-12,23-07-11,Spain,32,Female,Smartphone,1 Month,14.67
2164,2165,Basic,12,22-10-14,23-07-08,Italy,38,Male,Laptop,1 Month,9.03
2165,2166,Premium,13,22-10-16,23-07-10,Spain,50,Male,Smartphone,1 Month,20.32
2166,2167,Basic,11,22-10-18,23-07-11,Spain,33,Female,Laptop,1 Month,9.03
2167,2168,Standard,14,22-10-20,23-07-10,United States,27,Male,Smart TV,1 Month,13.99
2168,2169,Premium,12,22-10-22,23-07-08,Canada,47,Male,Tablet,1 Month,15.03
2169,2170,Basic,12,22-10-25,23-07-10,United States,35,Female,Smart TV,1 Month,8.99
2170,2171,Basic,12,22-10-26,23-07-11,United States,41,Male,Tablet,1 Month,8.99
2171,2172,Basic,14,22-10-29,23-07-10,Canada,39,Female,Smart TV,1 Month,7.91
2172,2173,Standard,13,22-10-31,23-07-07,United Kingdom,46,Female,Smartphone,1 Month,13.2
2173,2174,Premium,14,22-11-04,23-07-11,Australia,33,Female,Smartphone,1 Month,16.39
2174,2175,Basic,11,22-11-06,23-07-10,Germany,30,Male,Laptop,1 Month,9.03
2175,2176,Basic,13,22-11-07,23-07-10,France,46,Male,Tablet,1 Month,10.16
2176,2177,Premium,15,22-11-08,23-07-09,Brazil,42,Female,Tablet,1 Month,9.96
2177,2178,Standard,11,22-11-09,23-07-11,Mexico,28,Female,Tablet,1 Month,10.43
2178,2179,Standard,10,22-11-10,23-07-10,Spain,40,Male,Smart TV,1 Month,14.67
2179,2180,Basic,14,22-11-10,23-07-10,Italy,31,Female,Smart TV,1 Month,9.03
2180,2181,Premium,13,22-11-10,23-07-09,Spain,27,Male,Laptop,1 Month,20.32
2181,2182,Standard,14,22-11-09,23-07-10,Spain,45,Female,Tablet,1 Month,14.67
2182,2183,Basic,10,22-11-09,23-07-10,United States,49,Female,Smart TV,1 Month,8.99
2183,2184,Standard,12,22-11-06,23-07-11,Canada,28,Male,Tablet,1 Month,11.87
2184,2185,Premium,14,22-11-03,23-07-08,United States,33,Male,Smart TV,1 Month,17.99
2185,2186,Basic,15,22-10-27,23-07-11,United States,38,Male,Smart TV,1 Month,8.99
2186,2187,Premium,15,22-10-28,23-07-10,Canada,44,Male,Tablet,1 Month,15.03
2187,2188,Standard,15,22-10-18,23-07-10,United Kingdom,34,Female,Laptop,1 Month,13.2
2188,2189,Basic,15,22-10-04,23-07-09,Australia,35,Male,Laptop,1 Month,7.84
2189,2190,Standard,10,22-09-29,23-07-10,Germany,47,Male,Tablet,1 Month,14.67
2190,2191,Premium,12,22-09-29,23-07-10,France,30,Male,Smartphone,1 Month,20.32
2191,2192,Basic,12,22-09-23,23-07-10,Brazil,50,Female,Smart TV,1 Month,4.61
2192,2193,Standard,12,22-09-17,23-07-09,Mexico,32,Male,Laptop,1 Month,10.43
2193,2194,Premium,14,22-09-12,23-07-12,Spain,36,Female,Smart TV,1 Month,20.32
2194,2195,Basic,14,22-08-16,23-07-10,Italy,40,Female,Smart TV,1 Month,9.03
2195,2196,Premium,15,22-08-16,23-07-09,Spain,39,Male,Smartphone,1 Month,20.32
2196,2197,Basic,11,22-08-13,23-07-10,Spain,28,Male,Smartphone,1 Month,9.03
2197,2198,Standard,12,22-08-12,23-07-11,United States,29,Female,Smart TV,1 Month,13.99
2198,2199,Standard,14,22-08-13,23-07-09,Canada,49,Male,Tablet,1 Month,11.87
2199,2200,Basic,14,22-07-30,23-07-12,United States,40,Male,Laptop,1 Month,8.99
2200,2201,Premium,12,22-07-25,23-07-10,United States,29,Male,Laptop,1 Month,17.99
2201,2202,Basic,14,22-07-25,23-07-11,Canada,35,Female,Tablet,1 Month,7.91
2202,2203,Standard,14,22-07-26,23-07-10,United Kingdom,44,Male,Smartphone,1 Month,13.2
2203,2204,Premium,11,22-07-25,23-07-13,Australia,39,Male,Smart TV,1 Month,16.39
2204,2205,Basic,12,22-07-23,23-07-09,Germany,27,Male,Smart TV,1 Month,9.03
2205,2206,Premium,11,22-07-18,23-07-11,France,31,Male,Smart TV,1 Month,20.32
2206,2207,Basic,13,22-07-13,23-07-10,Brazil,39,Female,Laptop,1 Month,4.61
2207,2208,Standard,13,22-07-13,23-07-12,Mexico,44,Male,Laptop,1 Month,10.43
2208,2209,Standard,10,22-07-13,23-07-09,Spain,48,Female,Tablet,1 Month,14.67
2209,2210,Basic,11,22-07-13,23-07-11,Italy,27,Male,Smartphone,1 Month,9.03
2210,2211,Premium,13,22-07-13,23-07-09,Spain,27,Male,Laptop,1 Month,20.32
2211,2212,Basic,14,22-07-14,23-07-11,Spain,41,Male,Smart TV,1 Month,9.03
2212,2213,Standard,15,22-07-15,23-07-09,United States,44,Female,Tablet,1 Month,13.99
2213,2214,Premium,12,22-07-16,23-07-12,Canada,29,Female,Tablet,1 Month,15.03
2214,2215,Basic,13,22-07-18,23-07-09,United States,42,Female,Smartphone,1 Month,8.99
2215,2216,Premium,15,22-07-21,23-07-11,United States,45,Female,Smart TV,1 Month,17.99
2216,2217,Basic,11,22-07-24,23-07-09,Canada,39,Female,Tablet,1 Month,7.91
2217,2218,Standard,15,22-07-29,23-07-12,United Kingdom,41,Female,Tablet,1 Month,13.2
2218,2219,Standard,10,22-08-06,23-07-10,Australia,41,Female,Laptop,1 Month,12.12
2219,2220,Basic,15,22-08-11,23-07-11,Germany,41,Male,Smartphone,1 Month,9.03
